x0000,y0000
681.,-0.01875
682.,-0.0196875
683.,-0.0190625
684.,-0.0190625
685.,-0.019375
686.,-0.0184375
687.,-0.0190625
688.,-0.019375
689.,-0.01875
690.,-0.019375
691.,-0.01875
692.,-0.0196875
693.,-0.0196875
694.,-0.019375
695.,-0.0196875
696.,-0.0196875
697.,-0.0196875
698.,-0.0184375
699.,-0.019375
700.,-0.019375
701.,-0.019375
702.,-0.0196875
703.,-0.0190625
704.,-0.0190625
705.,-0.0196875
706.,-0.0196875
707.,-0.0190625
708.,-0.019375
709.,-0.02
710.,-0.02
711.,-0.02
712.,-0.0190625
713.,-0.0196875
714.,-0.02
715.,-0.0196875
716.,-0.01875
717.,-0.0184375
718.,-0.02
719.,-0.019375
720.,-0.02
721.,-0.02
722.,-0.0190625
723.,-0.0184375
724.,-0.0184375
725.,-0.02
726.,-0.0196875
727.,-0.0203125
728.,-0.02
729.,-0.01875
730.,-0.0196875
731.,-0.019375
732.,-0.019375
733.,-0.019375
734.,-0.02
735.,-0.01875
736.,-0.0196875
737.,-0.0190625
738.,-0.02
739.,-0.02
740.,-0.0190625
741.,-0.019375
742.,-0.01875
743.,-0.019375
744.,-0.0196875
745.,-0.02
746.,-0.0196875
747.,-0.02
748.,-0.0196875
749.,-0.019375
750.,-0.02
751.,-0.019375
752.,-0.019375
753.,-0.02
754.,-0.019375
755.,-0.01875
756.,-0.0196875
757.,-0.01875
758.,-0.0196875
759.,-0.02
760.,-0.0184375
761.,-0.02
762.,-0.02
763.,-0.02
764.,-0.0190625
765.,-0.02
766.,-0.0190625
767.,-0.019375
768.,-0.019375
769.,-0.0196875
770.,-0.0190625
771.,-0.02
772.,-0.0190625
773.,-0.02
774.,-0.02
775.,-0.0190625
776.,-0.0196875
777.,-0.0196875
778.,-0.019375
779.,-0.02
780.,-0.0196875
781.,-0.019375
782.,-0.0190625
783.,-0.01875
784.,-0.0190625
785.,-0.0190625
786.,-0.01875
787.,-0.019375
788.,-0.019375
789.,-0.0184375
790.,-0.02
791.,-0.0196875
792.,-0.019375
793.,-0.0190625
794.,-0.02
795.,-0.019375
796.,-0.0203125
797.,-0.0190625
798.,-0.0190625
799.,-0.02
800.,-0.0190625
801.,-0.019375
802.,-0.019375
803.,-0.0203125
804.,-0.0190625
805.,-0.02
806.,-0.0203125
807.,-0.0190625
808.,-0.020625
809.,-0.019375
810.,-0.0190625
811.,-0.019375
812.,-0.019375
813.,-0.019375
814.,-0.019375
815.,-0.0203125
816.,-0.0190625
817.,-0.0184375
818.,-0.019375
819.,-0.019375
820.,-0.0190625
821.,-0.0190625
822.,-0.02
823.,-0.0196875
824.,-0.020625
825.,-0.02
826.,-0.0178125000
827.,-0.0190625
828.,-0.019375
829.,-0.02
830.,-0.0190625
831.,-0.02
832.,-0.0196875
833.,-0.02
834.,-0.0190625
835.,-0.019375
836.,-0.019375
837.,-0.02
838.,-0.0190625
839.,-0.02
840.,-0.019375
841.,-0.0190625
842.,-0.0196875
843.,-0.019375
844.,-0.020625
845.,-0.0184375
846.,-0.02
847.,-0.0190625
848.,-0.0196875
849.,-0.019375
850.,-0.0190625
851.,-0.0190625
852.,-0.0190625
853.,-0.0184375
854.,-0.019375
